ProgrammingLanguageName	QueryID	PairID	QueryText	CommentText	SimilarityScore
PHP	10	10_groupByDepartment	grupisi po broju	Grupisi radnike po broju odeljenju u kome rade.	3
PHP	10	10_groupByName	grupisi po broju	Grupisi po imenu proizvoda u magacinu.	1
PHP	10	10_groupByNumber	grupisi po broju	Grupisi po broju proizvode u magacinu.	2
PHP	11	11_binominal_distribution	binomijalna distribucija	Izracunaj vrednost jednog parametra binomijalne raspodele \n ukoliko su ostali parametri prisutni.	3
PHP	11	11_kvadrat_binoma	binomijalna distribucija	Izracunaj vrednost kvadrata binoma \n za ulazne vrednosti dva parametra	1
PHP	11	11_kvadrat_binoma_razlika	binomijalna distribucija	Izracunaj vrednost kvadrata razlike binoma \n za ulazne vrednosti dva parametra	1
PHP	11	11_negative_binomial	binomijalna distribucija	Negativna binomijalna raspodela.	3
PHP	11	11_probabilityMass	binomijalna distribucija	Izracunati masu verovatnoce za x ukoliko se prati binomijalna raspodela.	3
PHP	12	12_aes_de	aes enkripcija	Funkcija koja sluzi za aes dekripciju.	1
PHP	12	12_aes_en_func	aes enkripcija	Funkcija koja sluzi za aes enkripciju.	3
PHP	12	12_aes_enc	aes enkripcija	Za tri ulazna parametra funckije \n zastiti njihovu konkatenaciju sa aes enkripcijom.	2
PHP	12	12_aes_ssl	aes enkripcija	aes enkripcija potrebna za ssl.	3
PHP	12	12_registration	aes enkripcija	Registraciona funkcija koja sluzi da se korisnik \n ubaci u bazu podataka i da se nad njegovom \n sifrom radi enkripcija.	2
PHP	12	12_aes1	aes enkripcija	Iskoristiti aes enkripciju da bi se zastitili bitni podaci.	2
PHP	12	12_aes2	aes enkripcija	Aes enkripcija promenljivih iz dokument menadzera.	2
PHP	12	12_aes3	aes enkripcija	Enkriptovanje sifre sa aes algoritmom.	2
PHP	12	12_aes4	aes enkripcija	Dekripcija dva ulazna parametra preko aes algoritma.	0
PHP	12	12_aes5	aes enkripcija	Sifrovanje osetljivih podataka raznim algoritmima za enkripciju.	0
PHP	13	13_izracunatiRegresiju	linearna regresija	Izracunati regresiju.	1
PHP	13	13_predidetiNagib	linearna regresija	Predvideti nagib prave linearne regresije.	3
PHP	13	13_predvidetiPlate	linearna regresija	Predvideti plate zaposlenih za 3 godine koristeci linearnu regresiju.	3
PHP	13	13_predvidiCenuNekretnine	linearna regresija	"Za posmatrani deo grada, predvideti cenu nekretnina u naredne 2 godine \n koristeci model linarne regresije."	3
PHP	13	13_previdetiCeneUBeogradu	linearna regresija	Predvideti cene hrane u Beogradu koristeci linearnu regresiju.	3
PHP	14	14_clientSidesSocket	soket recv timeout	Klasa koja sadrzi potrebnu logiku na \n klijentskoj strani za sokete.	1
PHP	14	14_recvTimeOut	soket recv timeout	Soket recv timeout.	3
PHP	14	14_serverSideSocket	soket recv timeout	Klasa koja sadrzi potrebnu logiku na  \n serverskoj strani za sokete.	2
PHP	14	14_setTimeout	soket recv timeout	Setuje tajmout za socket na ordedjeni broj sekundi.	3
PHP	14	14_timeout	soket recv timeout	Inicijalizira konekciju ka adresi i ceka na odgovor timeout sekundi.	1
PHP	15	15_countCsvFiles	upisi csv	Brojanje koliko csv fajla postoji.	1
PHP	15	15_readCsv	upisi csv	Citanje podataka iz csv fajla. \n Naziv csv fajla se prosledjuje kao parametar funkcije.	1
PHP	15	15_writeDataToCsv	upisi csv	Upis podataka prosledjenih kao parametar funkcije u csv format fajla. \n Naziv csv fajla se prosledjuje kao parametar funkcije.	3
PHP	15	15_writeMultipleCsv	upisi csv	Upis podataka u vise csv fajlova. \n Imena csv fajlova su prosledjena kao argumenti funkcije.	3
PHP	15	15_writeToCsv	upisi csv	Upis podataka u csv format fajla. \n Naziv csv fajla se prosledjuje kao parametar funkcije.	3
PHP	16	16_construct	konvertuj decimalni broj u hexadecimalni	Konstruktor funkcije u kojem se koristi konverzija decimalnog broja u heksadecimalni.	3
PHP	16	16_convertDecimalToHexa	konvertuj decimalni broj u hexadecimalni	Konvertuj decimalni broj u heksadecimalni.	2
PHP	16	16_convertDecimalToHexaParam	konvertuj decimalni broj u hexadecimalni	Konvertuj decimalni broj u heksadecimalni iz parametara.	2
PHP	16	16_convertTwoDecimalsToHexa	konvertuj decimalni broj u hexadecimalni	Konvertuj dva decimalna broja u heksadecimalni i saberi ih.	2
PHP	16	16_ExceptionResponse	konvertuj decimalni broj u hexadecimalni	Klasa ExceptionResponse.	0
PHP	16	16_headerLoader	konvertuj decimalni broj u hexadecimalni	Klasa HeaderLoader	0
PHP	16	16_HTMLResponse	konvertuj decimalni broj u hexadecimalni	Klasa HTMLResponse	0
PHP	16	16_JSONResponse	konvertuj decimalni broj u hexadecimalni	Klasa JSONResponse	0
PHP	16	16_saberiDvaHexaBroja	konvertuj decimalni broj u hexadecimalni	Sabrati dva heksadecimalna broja	1
PHP	16	16_setMinMax	konvertuj decimalni broj u hexadecimalni	Podesiti minimalnu i maksimalnu cenu.	0
PHP	17	17_Admin	eksportuj u excel	Klasa Admin koja sluzi da prestavlja korisnika aplikacije sa maksimalnim pristupom resursima.	0
PHP	17	17_exportArrayToExcel	eksportuj u excel	Eksportuj niz u excel.	3
PHP	17	17_exportCarNamesToExcel	eksportuj u excel	Eksportuje marke automobila u excel file.	3
PHP	17	17_exportCityNamesToExcel	eksportuj u excel	Eksportuj imena gradova u excel file.	2
PHP	17	17_exportDataToExcel	eksportuj u excel	Eksportuje podatke u excel.	2
PHP	17	17_exportProgrammingLanguagesToExcel	eksportuj u excel	Eksportuje programske jezike u excel file.	3
PHP	17	17_handle	eksportuj u excel	Pokusava da obradi request.	0
PHP	17	17_Middleware	eksportuj u excel	Klasa Middleware	0
PHP	17	17_process	eksportuj u excel	Proverava da li request prolazi kroz listu midlvera.	0
PHP	17	17_Product	eksportuj u excel	Klasa Product koja sluzi da bi se modelovao proizvod u bazi podataka. 	0
PHP	18	18_diagram	dijagram rasejanja	Skupljanje tacaka sa prikaz na dijagramu.	0
PHP	18	18_fetchDesc	dijagram rasejanja	Dohvati sve tacke sa api strane i posalji front kraju \n da bi mogli da ih nacrtaju na dijagramu u opadajucem redosledu.	0
PHP	18	18_fetchPoints	dijagram rasejanja	Dohvati sve tacke sa api strane i posalji front kraju da bi mogli da ih nacrtaju na dijagramu.	0
PHP	18	18_fetchSortedAsc	dijagram rasejanja	Dohvati sve tacke sa api strane i posalji front kraju da bi mogli da ih nacrtaju na dijagramu u rastucem redosledu.	0
PHP	18	18_fifthSet	dijagram rasejanja	Vrati front timu niz kordinata dobijenih spajanjem dva niza koordinata za prikaz na dijagramu rasejanja \n u sortiranom redosledu elemenata koordinata.	3
PHP	18	18_scatterDescending	dijagram rasejanja	Vrati front timu niz kordinata dobijenih spajanjem tri niza koordinata za prikaz na dijagramu rasejanja \n u sortiranom opadajucem redosledu elemenata koordinata.	3
PHP	18	18_scatterFirstSet	dijagram rasejanja	Iscrtaj tacke i prikazi ih na dijagramu rasejanja.	3
PHP	18	18_scatterForthSet	dijagram rasejanja	Vrati front timu niz kordinata za prikaz na dijagramu rasejanja \n u sortiranom redosledu elemenata koordinata.	3
PHP	18	18_scatterSecondSet	dijagram rasejanja	Iscrtaj tacke i prikazi ih na dijagramu rasejanja u dobijenom redosledu.	3
PHP	18	18_scatterSixtSet	dijagram rasejanja	Vrati front timu niz kordinata dobijenih spajanjem tri niza koordinata za prikaz na dijagramu rasejanja \n u sortiranom redosledu elemenata koordinata.	2
PHP	18	18_scatterThirdSet	dijagram rasejanja	Skupljanje tacaka sa prikaz na dijagramu u 3D prostoru.	0
PHP	19	19_convertInputJsonToCsv	konvertuj json u csv	Konvertuj ulazni json fajl u csv. \n Vrati nazad csv fajl.	2
PHP	19	19_convertJsonToCsv	konvertuj json u csv	Konvertuj json u csv.	3
PHP	19	19_convertParagraphToCsv	konvertuj json u csv	Konvertuj paragraf u csv. \n Vrati nazad rezultat.	1
PHP	19	19_convertStringToCsv	konvertuj json u csv	Konvertuj string u csv. \n Vrati nazad rezultat.	1
PHP	19	19_convertThreeInputJsonsToCsv	konvertuj json u csv	Konvertuj tri ulazna json fajla u csv. \n Vrati nazad rezultat.	2
PHP	19	19_convertThreeJsonsToCsv	konvertuj json u csv	Konvertuj tri json stringova u csv. \n Vrati nazad rezultat.	2
PHP	19	19_convertTwoInputJsonsToCsv	konvertuj json u csv	Konvertuj dva ulazna json fajla u csv. \n Vrati nazad rezultat.	2
PHP	19	19_convertTwoJsonsToCsv	konvertuj json u csv	Konvertuj dva json stringova u csv \n .Vrati nazad csv fajl.	2
PHP	19	19_mergeTwoArraysToJsonToCsv	konvertuj json u csv	Spoji dva ulazna niza. \n Napravi json fajlove. Konvertuj json u csv. \n  Vrati nazad csv fajl.	2
PHP	20	20_print1	lep ispis json	Napravi lep ispis za json odgovor.	3
PHP	20	20_print2	lep ispis json	Napravi lep ispis za json odgovor i vrati status kod 200.	3
PHP	20	20_print3	lep ispis json	Napravi lep ispis za json odgovor i vrati status kod 204.	3
PHP	20	20_print4	lep ispis json	Napravi lep ispis za json odgovor i vrati status kod 404 zato sto fajl ne postoji.	3
PHP	20	20_print5	lep ispis json	Napravi lep ispis za json odgovor i vrati status kod 401 zato sto fajl zahteva autorizaciju.	3
PHP	20	20_printDataToJsonPretty	lep ispis json	Pretvori niz u json. Ovakav niz prosledi json service za lep ispis.	2
PHP	20	20_printParagraphToPrettyJson	lep ispis json	Za ulazni tekst napravi lep json ispis. \n Vrati nazad rezultat.	2
PHP	20	20_stringPrettyJson	lep ispis json	Za string promenljivu uradi lep json ispis. \n Vrati nazad rezultat.	2
PHP	20	20_writePrettyJson	lep ispis json	Uradi lep ispis json. Primi podatake kao parametar funkcije i prosledi json servisu.	3
PHP	20	20_print6	lep ispis json	Uradi lep ispis za json. \n Servis vraca string za json.	3
PHP	21	21_zameni1	zameni u fajl	Zameni 2 broja u fajlu.	2
PHP	21	21_zameni2	zameni u fajl	Zameni vrednosti u fajlu. \n Zameni pozicije slicnih vrednosti u fajlu.	3
PHP	21	21_zameni3	zameni u fajl	Vrati nazad fajl.	0
PHP	21	21_zameni4	zameni u fajl	Vrati nazad zamenjene vrednosti u fajlu.	1
PHP	21	21_zameni5	zameni u fajl	Zameni u fajl vrednosti dva proizvoda.	2
PHP	21	21_zameni6	zameni u fajl	Zameni dva fajla ukoliko im  se imena razlikuju u \n dva ili vise karaktera. Zatim vrati nazad odgovor.	1
PHP	21	21_zameni7	zameni u fajl	Zameni stringove u fajlu novim strinovima. \n Zatim vrati odgovor klijentskoj strani.	2
PHP	21	21_zameni8	zameni u fajl	Zameni u fajlu.	3
PHP	21	21_zameni9	zameni u fajl	Pronadji i zameni dva fajla.	1
PHP	21	21_zameni10	zameni u fajl	Zameni promenljive u 3 fajlova koje se podudaraju sa imenom proizvod.	2
PHP	22	22_means1	k srednje klaster	Izracunaj k srednje klaster za dati ulaz.	3
PHP	22	22_means2	k srednje klaster	Obradi ulazne podatke iz zahteva i nakon toga uradi  \n k  srednje klaster i vrati nazad \n odgovor.	3
PHP	22	22_means3	k srednje klaster	Obradi k podataka i vrati srednju vrednost.	0
PHP	22	22_means4	k srednje klaster	Vrati srednju vrednost za k brojeva.	0
PHP	22	22_means5	k srednje klaster	Izvrsi algoritam za k srednje klaster. \n Vrati nazad odgovor klijentskoj strani.	2
PHP	22	22_means6	k srednje klaster	Izracunaj k srednju vrednost iz podataka prosledjenih kao argument funkcije.	0
PHP	22	22_means7	k srednje klaster	Klasa za k srednji klaster. Koristi se kada je potrebno \n izracunati k srednju vrednost za neki ulazni skup.	3
PHP	22	22_means8	k srednje klaster	Racuna kombinacije vrednosti iz ulaza i primenjuje k srednji klaster algoritam nad njima.	3
PHP	22	22_means9	k srednje klaster	K sredje klasa za masinsko ucenje.	2
PHP	22	22_means10	k srednje klaster	Pronalazi srednju vrednost k elemenata.	0
PHP	23	23_sqlConnect1	konektuj se sa sqlom	Konektuj se sa sqlom.	3
PHP	23	23_sqlConnect2	konektuj se sa sqlom	Konektuj se sa sqlom i odradi upis podataka u bazu.	2
PHP	23	23_sqlConnect3	konektuj se sa sqlom	Konektuj se sa sqlom i obrisi bazu.	2
PHP	23	23_sqlConnect4	konektuj se sa sqlom	Konektuj se sa sqlom i obrisi podatak iz baze.	2
PHP	23	23_sqlConnect5	konektuj se sa sqlom	Konektuj se sa sqlom i odradi upis dva podataka u bazu.	2
PHP	23	23_sqlConnect6	konektuj se sa sqlom	Konektuj se sa sqlom i odradi upis tri podataka u bazu.	2
PHP	23	23_sqlConnect7	konektuj se sa sqlom	Obrisi podatke iz sql baze podataka.	1
PHP	23	23_sqlConnect8	konektuj se sa sqlom	Rad sa mysql bazom. Ispis podataka na izlazu.	0
PHP	23	23_sqlConnect9	konektuj se sa sqlom	Obrisi podatke iz sql baze podataka gde je id korisnika user5.	1
PHP	23	23_sqlConnect10	konektuj se sa sqlom	Konektuj se sa mysqlom.	0
PHP	24	24_htmlEncode1	html enkodovanje stringa	Html enkodovanje stringa koji predstavlja link.	3
PHP	24	24_htmlEncode2	html enkodovanje stringa	Html enkodovanje stringa koji predstavlja dugme.	3
PHP	24	24_htmlEncode3	html enkodovanje stringa	Html enkodovanje stringa koji predstavlja radio dugme.	3
PHP	24	24_htmlEncode4	html enkodovanje stringa	Html enkodovanje dva stringa koji predstavlja linkove.	2
PHP	24	24_htmlEncode5	html enkodovanje stringa	Html enkodovanje dva stringa koji predstavlja dugmice.	2
PHP	24	24_htmlEncode6	html enkodovanje stringa	Html enkodovanje dva stringa koji predstavljaju div elemente.	2
PHP	24	24_htmlEncode7	html enkodovanje stringa	enkoduj string promenljivu kao <b> html tag.	1
PHP	24	24_htmlEncode9	html enkodovanje stringa	Html enkodovanje dva stringa koji predstavljaju link.	2
PHP	24	24_htmlEncode10	html enkodovanje stringa	Html enkodovanje tri stringa koji predstavljaju link.	1
PHP	25	25_time1	izracunaj proteklo vremena koristeci tajmer	Izracunaj proteklo vreme koristeci tajmer.	3
PHP	25	25_time2	izracunaj proteklo vremena koristeci tajmer	Izracunaj proteklo vreme izmedju dva preseka koristeci tajmer.	3
PHP	25	25_time3	izracunaj proteklo vremena koristeci tajmer	Dodaj tajmer.	1
PHP	25	25_time4	izracunaj proteklo vremena koristeci tajmer	Onemoguci tajmer da reaguje na vreme.	0
PHP	25	25_time5	izracunaj proteklo vremena koristeci tajmer	Klasa Tajmer. Koristi se za merenja vremena kao i kada je potrebno \n izracunati proteklo vreme izmedju dva preseka.	2
PHP	25	25_time6	izracunaj proteklo vremena koristeci tajmer	Startovanje tajmera.	1
PHP	25	25_time7	izracunaj proteklo vremena koristeci tajmer	Rasporediti tajmer za izracunavanje proteklog vremena.	2
PHP	25	25_time8	izracunaj proteklo vremena koristeci tajmer	Otkazivanje tajmera.	0
PHP	25	25_time9	izracunaj proteklo vremena koristeci tajmer	Izracunaj proteklo vreme koristeci tajmer.	2
PHP	25	25_time10	izracunaj proteklo vremena koristeci tajmer	Startuj tajmer iz pocetka.	0
PHP	26	26_parseBin1	parsiraj binarni fajl u odredjenu klasu	Parsiraj binarni fajl u odredjenu klasu.	3
PHP	26	26_parseBin2	parsiraj binarni fajl u odredjenu klasu	Parsiraj binarni fajl u klasu A.	2
PHP	26	26_parseBin3	parsiraj binarni fajl u odredjenu klasu	Parsiraj binari fajl u klasu B.	2
PHP	26	26_parseBin4	parsiraj binarni fajl u odredjenu klasu	Parsiraj binari fajl u klasu C.	2
PHP	26	26_parseBin5	parsiraj binarni fajl u odredjenu klasu	Parsiraj binarni fajl u clasu D.	2
PHP	26	26_parseBin6	parsiraj binarni fajl u odredjenu klasu	Parsiraj binarni fajl u clasu E.	2
PHP	26	26_parseBin7	parsiraj binarni fajl u odredjenu klasu	Parsiranje stringova koji predstavljaju imena klasa koje se koriste u programskom kodu.	0
PHP	26	26_parseBin8	parsiraj binarni fajl u odredjenu klasu	Parsiranje fajlova.	0
PHP	26	26_parseBin9	parsiraj binarni fajl u odredjenu klasu	Parsiranje dva fajla u imena promenljivih.	0
PHP	26	26_parseBin10	parsiraj binarni fajl u odredjenu klasu	Parsiraj binari fajl u klasu F.	2
PHP	27	27_getIp	uzeti trenutnu ip adresu	Uzeti trenutnu ip adresu.	3
PHP	27	27_getIp1	uzeti trenutnu ip adresu	Uzeti trenutnu ip adresu korisnika i zalogovati je.	2
PHP	27	27_getI2	uzeti trenutnu ip adresu	Dohvati trenutnu ip adresu korisnika.	2
PHP	27	27_getI3	uzeti trenutnu ip adresu	Dohvati trenutnu ip adresu korisnika i ispisi je.	2
PHP	27	27_getI4	uzeti trenutnu ip adresu	Uzmi ip adresu korisnika.	3
PHP	27	27_getI5	uzeti trenutnu ip adresu	Zaloguj ip adresu.	1
PHP	27	27_getI6	uzeti trenutnu ip adresu	Dohvati trenutnu adresu korisnika.	2
PHP	27	27_getI7	uzeti trenutnu ip adresu	Uzeti trenutnu ip adresu korisnika preko serverske promenljive.	2
PHP	27	27_getI8	uzeti trenutnu ip adresu	Ispisi Ip adresu korisnika sajta.	0
PHP	27	27_getI9	uzeti trenutnu ip adresu	Dohvati trenutnu adresu korisnika u poslednjih 5 minuta.	0
PHP	28	28_convertDecToBool1	konvertuj decimalni broj u boolean	Konvertuj decimalni broj u boolean.	3
PHP	28	28_convertDecToBool2	konvertuj decimalni broj u boolean	Izvrsiti konvertovanje decimalnih brojeva u boolean. \n Vratiti rezultat klijentskoj strani.	3
PHP	28	28_convertDecToBool3	konvertuj decimalni broj u boolean	Konvertovanje celog broja u boolean vrednosti. Prilikom konvertovanja se radi tipicno kastovanje. \n Odgovor se vraca klijentskoj strani.	0
PHP	28	28_convertDecToBool4	konvertuj decimalni broj u boolean	Izvristi konvertovanje decimalnih brojva u boolean tipove sa kastovanjem.	2
PHP	28	28_convertDecToBool5	konvertuj decimalni broj u boolean	Konvertovanje tipova u boolean. Razne konverzije tipova kao sto su celobroja.	0
PHP	28	28_convertDecToBool6	konvertuj decimalni broj u boolean	Konverzija vise promenljivih decimalnog tipa u boolean tip podataka. \n Rezultat vratiti korisniku na klijentskoj strani.	2
PHP	28	28_convertDecToBool7	konvertuj decimalni broj u boolean	Klasa convertDecToBool7. Ova klasa sluzi kada je potrebno da se decimalni broj \n konvertuje u boolean tip.	2
PHP	28	28_convertDecToBool8	konvertuj decimalni broj u boolean	Konvertovanje broja u boolean tip podataka.	1
PHP	28	28_convertDecToBool9	konvertuj decimalni broj u boolean	Konvertovanje vise tipova decimalnih i celih brojeva i klasa u boolean.	1
PHP	28	28_convertDecToBool10	konvertuj decimalni broj u boolean	Konvertovanje decimalnog broja u boolean.	3
PHP	29	29_readTextFromFile1	procitaj tekst iz fajla liniju po liniju	Procitaj tekst iz fajla liniju po liniju.	3
PHP	29	29_readTextFromFile2	procitaj tekst iz fajla liniju po liniju	Procitaj tekstualni sadrzaj iz fajla liniju po liniju. \n Vrati odgvor nazad na klijentsku stranu.	2
PHP	29	29_readTextFromFile3	procitaj tekst iz fajla liniju po liniju	Procitaj binarni sadrzaj fajla.	0
PHP	29	29_readTextFromFile4	procitaj tekst iz fajla liniju po liniju	Citaj tekstualni sadrzaj iz jednog ili vise fajlova. \n Citati liniju po liniju. \n Poslati nazad klijentskoj strani.	3
PHP	29	29_readTextFromFile5	procitaj tekst iz fajla liniju po liniju	Procitaj sadrzaj fajla i obradi ga. \n Poslati nazad klijentskoj strani rezultat.	1
PHP	29	29_readTextFromFile6	procitaj tekst iz fajla liniju po liniju	Procitaj tekst iz fajla liniju po liniju. Obelezi svaki drugi karakter.	2
PHP	29	29_readTextFromFile7	procitaj tekst iz fajla liniju po liniju	Citanja teksta iz vise fajlova i to liniju po linuju. \n Ispisati svaku liniju na standardnom izlazu tj. konzoli.	2
PHP	29	29_readTextFromFile8	procitaj tekst iz fajla liniju po liniju	Obrada fajlova i dalje prosledjivanje.	0
