ProgrammingLanguageName	QueryID	PairID	QueryText	CommentText	SimilarityScore
PHP	77	77_underlineLabelName	podvuci tekst u nazivu vidzeta	Podvuci ime oznake	2
PHP	77	77_underlieWidget	podvuci tekst u nazivu vidzeta	Podvuci tekst u nazivu vidzeta	3
PHP	77	77_underlineWidgetTitle	podvuci tekst u nazivu vidzeta	Podvuci naslov vidzeta	2
PHP	77	77_updateLabelName	podvuci tekst u nazivu vidzeta	Azuriraj ime oznake	1
PHP	78	78_extractLargeFile	ekstrakcija velikih fajlova	Ekstrakcija podataka iz velikog fajla	3
PHP	78	78_findOutlet	ekstrakcija velikih fajlova	Pronaci prodavnicu	0
PHP	78	78_getContentsLargeFile	ekstrakcija velikih fajlova	Vraca podatke iz velikog fajla	3
PHP	78	78_getDataFromFile	ekstrakcija velikih fajlova	Vraca podatke iz fajla	2
PHP	78	78_getLargeFileSize	ekstrakcija velikih fajlova	Ispisi velicinu fajla	1
PHP	78	78_printLargeFileName	ekstrakcija velikih fajlova	Ispisi ime velikog fajla	1
PHP	79	79_copyAndRenameNewFile	kopiranje fajla u odredjenu putanju	Kopiranje fajla u odredjenu putanju i promena imena fajla	2
PHP	79	79_copyFile	kopiranje fajla u odredjenu putanju	Kopiranje fajla	2
PHP	79	79_copyFileToPath	kopiranje fajla u odredjenu putanju	Kopiranje fajla sa sourcePath u putanju definisanu destinationPath parametrom	3
PHP	79	79_copyFolderToPath	kopiranje fajla u odredjenu putanju	Kopiranje foldera sa sourcePath u putanju definisanu destinationPath parametrom	2
PHP	79	79_duplicateFileToPath	kopiranje fajla u odredjenu putanju	Napravi kopiju fajla u istoj putanji	2
PHP	79	79_getPathFromFile	kopiranje fajla u odredjenu putanju	Vraca putanju fajla	1
PHP	79	79_copyFile1	kopiranje fajla u odredjenu putanju	Kopiranje fajla u vise razlicitih lokacija datim u nizu	2
PHP	79	79_copyFile2	kopiranje fajla u odredjenu putanju	Kopiranje fajla n puta u odredjenu putanju	2
PHP	79	79_makeNewFile	kopiranje fajla u odredjenu putanju	Napravi novi fajl	0
PHP	80	80_updateHttpCodeDescription	uzeti opis http status koda	Azuriranje opisa http koda	1
PHP	80	80_mapErrorCodeToCustomError	uzeti opis http status koda	Mapiranje greske u greske projekta	0
PHP	80	80_makeHttpCodeDescription	uzeti opis http status koda	Sastavi opis html koda	1
PHP	80	80_logQuiniuHtmlError	uzeti opis http status koda	Ispisuje kuiniu html kod	1
PHP	80	80_getHttpCodeDescription	uzeti opis http status koda	Vraca opis http koda	3
PHP	80	80_getElementFromListByOccurence	uzeti opis http status koda	Vraca html element dat identifikatorom. Proverava se validnost identifikatora	0
PHP	80	80_extractHttpCode	uzeti opis http status koda	Uzima http koda iz dobijenog odgovora	3
PHP	81	81_updateQuery	nasumicno ekstrahovati iks elemenata iz liste	Cuvanje korisnika u tabeli	0
PHP	81	81_printElements	nasumicno ekstrahovati iks elemenata iz liste	Ispis elemenata niza	1
PHP	81	81_getXElementsFromList	nasumicno ekstrahovati iks elemenata iz liste	Ekstrakcija nasumicnog elementa iz liste. Koristi se rand() funkcija sa min i max parametrima. Broj elemenata koji se ekstraktuju je odredjen parametrom x	3
PHP	81	81_getPositiveElementsFromList	nasumicno ekstrahovati iks elemenata iz liste	Ekstrakcija nasumicnog pozitivnog elementa iz liste. Koristi se rand() funkcija sa min i max parametrima. Broj elemenata koji se ekstraktuju je odredjen parametrom x	2
PHP	81	81_getNegativeElementsFromList	nasumicno ekstrahovati iks elemenata iz liste	Ekstrakcija nasumicnog negativnog elementa iz liste. Koristi se rand() funkcija sa min i max parametrima. Broj elemenata koji se ekstraktuju je odredjen parametrom x	2
PHP	81	81_getElementsFromListByOccurence	nasumicno ekstrahovati iks elemenata iz liste	Ekstrakcija prvog elementa iz liste koji se pojavljuje x puta	1
PHP	81	81_getSameElementsFromList	nasumicno ekstrahovati iks elemenata iz liste	Ekstrakcija duplikata u datoj listi u vidu nizu	1
PHP	82	82_convertDateToYYY-MM-DDFormat	konvertuj datuma u obliku stringa u oblik ggggmmdd	Konverzija datum stringa u format ddmmggg i njegov ispis	1
PHP	82	82_convertDateToYYYYMMDDFormat	konvertuj datuma u obliku stringa u oblik ggggmmdd	Konverzija datum stringa u format gggg-mm-dd i njegov ispis	3
PHP	82	82_getElapsedTimeInYYYYMMDDFormat	konvertuj datuma u obliku stringa u oblik ggggmmdd	Dobijanje proteklog vremena od datuma u YYYYMMDD formatu	2
PHP	82	82_convertDateToDDMMYYYFormat	konvertuj datuma u obliku stringa u oblik ggggmmdd	Konverzija datum stringa u format ddmmggg i njegov ispis	1
PHP	82	82_convertDateFromYYYYMMDDtoDD-MM-YYYY	konvertuj datuma u obliku stringa u oblik ggggmmdd	Konverzija datuma iz formata ggggmmdd u format dd-mm-gggg i njegov ispis	1
PHP	83	83_convertTimeFromUtcToEpoch	konvertuj utc vremena u epoh vreme	Konverzija vremena iz utc vremenskog formata u epoh vremenski format	3
PHP	83	83_updateEntry	konvertuj utc vremena u epoh vreme	Azuriranje tabele Event sa novim vremenom. Vrsi se i konverzija vremena iz utc vremenskog formata u epoh vremenski format	2
PHP	83	83_printUtcTime	konvertuj utc vremena u epoh vreme	Ispis trenutnog utc vremena	1
PHP	83	83_convertUtcTimetoFormattedString	konvertuj utc vremena u epoh vreme	Konverzija utc vremena u formatirani string	1
PHP	83	83_convertTimeFromUtcToEpochSerbianTimezone	konvertuj utc vremena u epoh vreme	Ispis utc vremena u vremensku zonu za Srbiju	1
PHP	84	84_listPermutation	sve permutacije liste	Permutacija liste	3
PHP	84	84_itemsPermutation	sve permutacije liste	Sve permutacije liste u vidu jednog niza	3
PHP	84	84_rearrangeList	sve permutacije liste	Nasumicna permutacija liste i njen ispis	2
PHP	84	84_delete_img	sve permutacije liste	Brisanje slike iz tabele post_food	0
PHP	84	84_permutationFromThePool	sve permutacije liste	Permutacija elemenata iz liste (pool). Funkcija vraca iterator. Moze se specificirati r - velicina permutacije	1
PHP	84	84_nRandomPermutation	sve permutacije liste	Vraca N nasumicnih permutacija niza	2
PHP	85	85_extractLatitude	ekstrakcija latitude i longitude od dobijenog unosa	Ekstrakcija latitude iz adrese	2
PHP	85	85_extractLongitude	ekstrakcija latitude i longitude od dobijenog unosa	Ekstrakcija longitude iz adrese	2
PHP	85	85_plotCoordinates	ekstrakcija latitude i longitude od dobijenog unosa	Plotiranje koordinate sa datom latitudom i longitudom	3
PHP	85	85_getCoordinates	ekstrakcija latitude i longitude od dobijenog unosa	Ekstrakcija koordinata iz adrese	3
PHP	85	85_setTitleAttribute	ekstrakcija latitude i longitude od dobijenog unosa	Postaviti naslov	0
PHP	85	85_extractLatitudeAndLongitudeFromKmlFile	ekstrakcija latitude i longitude od dobijenog unosa	Ekstrakcija geografske sirine i duzine iz kml fajla	2
PHP	85	85_extractLatitudeAndLongitude	ekstrakcija latitude i longitude od dobijenog unosa	Ekstrakcija latitude i longitude iz adrese	3
PHP	86	86_checkAndPrintIfACheckboxIsChecked	kako proveriti da li je polje za selekciju selektovano	Provera da li je polje za selekciju sa checkboxName odabran	2
PHP	86	86_toggle	kako proveriti da li je polje za selekciju selektovano	Ako je odabrano polje za selekciju source odaberi i sva polja od x	2
PHP	86	86_selectGender	kako proveriti da li je polje za selekciju selektovano	"Odabrati jedno od polja za selekciju pola. Opcije su 0-zenski, 1-muski, 2-neodredjeno"	1
PHP	86	86_selectAnswer	kako proveriti da li je polje za selekciju selektovano	"Odabrati jedno od polja za selekciju odgovora. Opcije su 0-da, 1-mozda, 2-ne"	1
PHP	86	86_getDefaultItem	kako proveriti da li je polje za selekciju selektovano	Provera odabrane vrednosti polja za selektovanje	3
PHP	86	86_construct	kako proveriti da li je polje za selekciju selektovano	Konstruktor parsera	0
PHP	86	86_checkIfACheckboxIsChecked	kako proveriti da li je polje za selekciju selektovano	Provera da li je polje za selekciju izabrano	3
PHP	87	87_convertIntegerToArrayToImage	konverzija uin8 niza u sliku	Konverzija niza decimalnog broja u sliku	3
PHP	87	87_convertIntegerToArrayToImage1	konverzija uin8 niza u sliku	Konverzija niza brojeva u sliku	2
PHP	87	87_convertIntegerToArrayToImage2	konverzija uin8 niza u sliku	Konverzija dva niza decimalnog broja u sliku	2
PHP	87	87_convertIntegerToArrayToImage3	konverzija uin8 niza u sliku	Spajanje tri niza u sliku i njihova konverzija u sliku	2
PHP	87	87_convertIntegerToArrayToImage4	konverzija uin8 niza u sliku	Vraca sliku napravljenu od niza decimalnih brojeva	2
PHP	87	87_convertIntegerToArrayToImage5	konverzija uin8 niza u sliku	Vraca sliku	1
PHP	87	87_convertIntegerToArrayToImage6	konverzija uin8 niza u sliku	Konverzija niza	1
PHP	88	88_permanentMemoization	pamcenje na disku - stalno skladiste	Stalna memoizacija na disku	3
PHP	88	88_permanentMemoization1	pamcenje na disku - stalno skladiste	Optimizacija memoizacijom na disku	2
PHP	88	88_permanentMemoization2	pamcenje na disku - stalno skladiste	Privremena memoizacija na disku	1
PHP	88	88_permanentMemoization3	pamcenje na disku - stalno skladiste	Tehnika memoizacije kao vid optimizacije	2
PHP	88	88_permanentMemoization4	pamcenje na disku - stalno skladiste	Cuvanje podataka na disku	2
PHP	88	88_permanentMemoization5	pamcenje na disku - stalno skladiste	Memoizacija	2
PHP	88	88_permanentMemoization6	pamcenje na disku - stalno skladiste	Memoizacija na disku	3
PHP	89	89_get_fieldset_select	parsiranja argumenata sa komandne linije	Vraca jedinstvenu vrednost iz reda rabele gde je select klauzula tacna	0
PHP	89	89_parsingCommandLineArgumentsFromGet	parsiranja argumenata sa komandne linije	Parsiranje argumenata sa komandne linije od GET metode	3
PHP	89	89_parsingCommandLineArguments	parsiranja argumenata sa komandne linije	Parsiranje argumenata sa komandne linije u formatu kljuc vrednost parova	3
PHP	89	89_parseArgs	parsiranja argumenata sa komandne linije	"Parsiranje argumenata sa komandne linije u bilo koja od tri slucajeva: sa ""--"", sa ""-"" ili bez icega"	3
PHP	89	89_initCLIArguments	parsiranja argumenata sa komandne linije	Postavljanje argumenta komandne linije	1
PHP	89	89_initArguments	parsiranja argumenata sa komandne linije	Dohvatanje argumenata sa komandne linije i priprema za njihovu upotrebu	2
PHP	90	90_compressGxFile	kako citati sadrzaj .gz kompresovanog fajla	Kompresija fajla u .gz format	2
PHP	90	90_writeCompressedFile	kako citati sadrzaj .gz kompresovanog fajla	Pisanje u .gz fajl sa imenom filename	1
PHP	90	90_unpack	kako citati sadrzaj .gz kompresovanog fajla	Otvaranje fajla koristeci .gz kompresor	3
PHP	90	90_readGzFileLineByLine	kako citati sadrzaj .gz kompresovanog fajla	Citanje .gz fajla liniju po liniju	3
PHP	90	90_readGzFile	kako citati sadrzaj .gz kompresovanog fajla	Citanje .gz fajla	3
PHP	90	90_gz_get_contents	kako citati sadrzaj .gz kompresovanog fajla	Citanje .gz fajla sa datom putanjom	3
PHP	91	91_sendBinaryDataPOST	slanje binarnog podataka preko serijske konekcije	Slanje binarnih podataka POST metodom	1
PHP	91	91_sendBinaryDataPOST1	slanje binarnog podataka preko serijske konekcije	Slanje binarnih podataka serijskom konekcijom	3
PHP	91	91_sendBinaryDataPOST2	slanje binarnog podataka preko serijske konekcije	Razmena binarnih podataka preko serijske konekcije	2
PHP	91	91_sendBinaryDataPOST3	slanje binarnog podataka preko serijske konekcije	Primanje binarnih podataka preko serijske konekcije	1
PHP	91	91_sendBinaryDataPOST4	slanje binarnog podataka preko serijske konekcije	Slanje podataka o dogadjaju putem serijske konekcije	1
PHP	91	91_sendBinaryDataPOST5	slanje binarnog podataka preko serijske konekcije	Slanje binarnih podataka preko adaptera	1
PHP	92	92_getDataFromTextFile	ekstrakcija podataka iz tekstualnog fajla	Ekstrakcija podataka liniju po liniju iz tekstualnog fajla	2
PHP	92	92_writeDataToTxtFile	ekstrakcija podataka iz tekstualnog fajla	Pisanje podataka u tekstualni fajl	1
PHP	92	92_testFileRead	ekstrakcija podataka iz tekstualnog fajla	Testiranje citanja podataka iz tekstualnog fajla	1
PHP	92	92_load	ekstrakcija podataka iz tekstualnog fajla	Dovlaci tekstualni fajl u memoriju	0
PHP	92	92_getFileContents	ekstrakcija podataka iz tekstualnog fajla	Ekstrakcija podataka iz tekstualnog fajla	3
PHP	92	92_getMostCommonWordFromFile	ekstrakcija podataka iz tekstualnog fajla	Ekstrakcija najcesce koriscene reci u tekstualnom fajlu	2
PHP	92	92_getFirstAndLastSentenceFile	ekstrakcija podataka iz tekstualnog fajla	Ekstrakcija prve i poslednje recenice iz tekstualnog fajla	2
PHP	92	92_getDataFromTextFileStructure	ekstrakcija podataka iz tekstualnog fajla	"Ekstracija informacije iz tekstualnog fajla baziranog na sledecoj strukturi: Datum, Naslov, Tekst:vrednost, Tekst:vrednost, Tekst:vrednost"	2
PHP	93	93_findAllNumbersInString	pozicija pod stringova u stringu	Pronalazenje svih brojeva u stringu	1
PHP	93	93_findSubstringPosition	pozicija pod stringova u stringu	Pronalazenje pozicije pod stringa u datom stringu	3
PHP	93	93_findSubstring	pozicija pod stringova u stringu	Pronalazenje pod stringa u datom stringu i ispis ako postoji	3
PHP	93	93_findSubstringPositionIntext	pozicija pod stringova u stringu	Pronalazenje stringa u tekstu	1
PHP	93	93_findStringInText	pozicija pod stringova u stringu	Pronalazenje pozicije stringa u tekstu	2
PHP	93	93_findNumOccurrencesString	pozicija pod stringova u stringu	Pronalazenje koliko puta se substring pojavljuje u stringu	1
PHP	94	94_findTrElementsFromHtml	citanje elemenata from html-a <td>	Pronalazenje tr elemenata u html fajlu	1
PHP	94	94_findTdElementsFromHtml	citanje elemenata from html-a <td>	Pronalazenje td elemenata u html fajlu	3
PHP	94	94_readingTdElementsFromHTml	citanje elemenata from html-a <td>	Parsiranje td elementa iz html fajla	3
PHP	94	94_readingTableElementsFromHtml	citanje elemenata from html-a <td>	Citanja elemenata tabele iz html fajla	2
PHP	94	94_ReadingHtmlFile	citanje elemenata from html-a <td>	Citanje html fajla	1
PHP	94	94_readingElementsFromJtmlAsArray	citanje elemenata from html-a <td>	Vraca html elemente u vidu niza	1
PHP	94	94_getHtmlBody	citanje elemenata from html-a <td>	Vraca body sekciju html-a	1
PHP	95	95_calculate	oduzimanje srednje vrednosti od svake kolone	Srednja vrednost u nizu	1
PHP	95	95_findSumofColumn	oduzimanje srednje vrednosti od svake kolone	Pronalazenje zbira vrednosti u koloni	1
PHP	95	95_findAverageMeanOfArray	oduzimanje srednje vrednosti od svake kolone	Pronalazenje srednje vrednosti niza	2
PHP	95	95_findAverageMeanFromColumn	oduzimanje srednje vrednosti od svake kolone	Pronalazenje srednje vrednosti od kolone	3
PHP	95	95_deductingAverageMeanFromColumn	oduzimanje srednje vrednosti od svake kolone	Oduzimanje srednje vrednosti od kolone iz sql baze	2
PHP	95	95_findAverageSalary	oduzimanje srednje vrednosti od svake kolone	Pronalazenje srednje vrednosti kolone za platu	1
PHP	95	95_findAverageValueAcrossTable	oduzimanje srednje vrednosti od svake kolone	Pronalazenje srednje vrednosti iz svih celija tabele	1
PHP	95	95_deductingAverageMean	oduzimanje srednje vrednosti od svake kolone	Vraca body sekciju html-a	0
PHP	96	96_fileConcatenation	nadovezi nekoliko fajlova izbrisi linije zaglavlja	Nadovezivanje svih fajlova iz liste fajlova	2
PHP	96	96_fileConcatenationRemoveHeader	nadovezi nekoliko fajlova izbrisi linije zaglavlja	Nadovezivanje svih fajlova iz liste fajlova pri tom se zaglavlja svakog fajla brisu	3
PHP	96	96_mergingFilesRandomOrder	nadovezi nekoliko fajlova izbrisi linije zaglavlja	Spajanje fajlova u nasumicnom redu	2
PHP	96	96_pdfFileConcatenation	nadovezi nekoliko fajlova izbrisi linije zaglavlja	Spajanje pdf fajlova iz liste fajlova	2
PHP	96	96_removeHeaderAndFooterFileMerging	nadovezi nekoliko fajlova izbrisi linije zaglavlja	Nadovezivanje svih fajlova iz liste fajlova a pritom se brisu zaglavlja i footer	2
PHP	96	96_mergeFileKeepFirstHeaderOnly	nadovezi nekoliko fajlova izbrisi linije zaglavlja	Nadovezivanje fajlova tako da se cuva samo zaglavlje prvog fajla a ostala zaglavlja se uklanjanju	1
PHP	96	96_stringConcatenation	nadovezi nekoliko fajlova izbrisi linije zaglavlja	Nadovezivanje stringova iz liste stringova	0
PHP	97	97_insertQueryIntoUrl	parsiraj string upit u urla	Ubacivanje upita u url	1
PHP	97	97_getPreviousUrl	parsiraj string upit u urla	Vraca prethodni url	0
PHP	97	97_updateUrl	parsiraj string upit u urla	Promena url-a	1
PHP	97	97_parseSelectQueryFromUrl	parsiraj string upit u urla	Parsiranje select upita iz url-a	3
PHP	97	97_parseQueryFromUrlRegex	parsiraj string upit u urla	Parsiranje upita iz url-a po regeksu i ispis rezultata	2
PHP	97	97_parseQueryFromUrl	parsiraj string upit u urla	Parsiranje upita iz url-a	3
PHP	97	97_numberOfMethods	parsiraj string upit u urla	Vraca broj metoda u projektu	0
PHP	98	98_fuzzyMatchRanking	fuzzy match ranking	Fuzzy match ranking funkcija	3
PHP	98	98_fuzzyMatchRanking1	fuzzy match ranking	Fuzzy match pretrazivanje	2
PHP	98	98_fuzzyMatchRanking2	fuzzy match ranking	Fuzzy match pretrazivanje slicnih recenica	2
PHP	98	98_fuzzyMatchRanking3	fuzzy match ranking	Funkcija za rangiranje	1
PHP	98	98_fuzzyMatchRanking4	fuzzy match ranking	Funkcija koja pretrazuje podatke iz klase Automobil koristeci fuzzy metode	1
PHP	98	98_fuzzyMatchRanking5	fuzzy match ranking	Pronalazenje najkoriscenijeg slova	0
PHP	98	98_fuzzyMatchRanking6	fuzzy match ranking	Azuriranje tabele dogadjaj sa novim datumima	0
PHP	99	99_convertExcelToHtml	izlaz html fajla	Konverzija excel fajla tako da je izlaz funkcije html fajl	1
PHP	99	99_convertPdfToHtml	izlaz html fajla	Prebacivanje pdf fajl u html fajl	3
PHP	99	99_convertWordToHtml	izlaz html fajla	Konverzija word fajla tako da je izlaz funkcije html fajl	1
PHP	99	99_findContext	izlaz html fajla	Pronalazenje konteksta	3
PHP	99	99_getReport	izlaz html fajla	Vraca izvestaj u vidu html fajla	0
PHP	99	99_returnHtmlFile	izlaz html fajla	Vraca novi html file	3
PHP	99	99_sendLetter	izlaz html fajla	Slanje poste u obliku html-a. Funkcija vraca html	2
PHP	100	100_numberOfTestedFunctions	kako citati .csv fajl na efikasan nacin	Vraca broj metoda u funkciji	2
PHP	100	100_writingCsvFileFromArray	kako citati .csv fajl na efikasan nacin	Kreiranje csv fajla iz niza	1
PHP	100	100_readingCsvFileSplFileObject	kako citati .csv fajl na efikasan nacin	Citanje csv fajla koristeci SplFileObject klasu	3
PHP	100	100_readingCsvFileIntoArray	kako citati .csv fajl na efikasan nacin	Citanje csv fajla u niz	2
PHP	100	100_readingCsvFileArrayMap	kako citati .csv fajl na efikasan nacin	Citanje csv fajla u mapu niza	2
PHP	100	100_readingCsvFile	kako citati .csv fajl na efikasan nacin	Citanje csv fajla i ispis	2
PHP	100	100_parsingCsvFileToCustomClass	kako citati .csv fajl na efikasan nacin	Parsiranje csv fajla u posebnu klasu	2
PHP	41	41_addPaper	kodiranje url	  Dodavanje stranice zavrsnom papiru sto omogucava visestruke  gsms uz koriscenje kodiranja i dekodiranja url   	2
PHP	41	41_add	kodiranje url	  Ova funkcija ce nakon kodiranja url pozvati parentxcontent kontroler  kako bi popunila prikaz dok se salje kroz tip sadrzaja koji je ujedno i paper_id  koji ce se koristiti za automatsko dopunjavanje combo boxa tacnim rezultatom   	2
PHP	41	41_buildTree	kodiranje url	  Formira narno stablo pocevsi od prosledjenog roditeljskog  cvora sa datim poljima   	0
PHP	41	41_cr_post	kodiranje url	  Precizna implementacija kodiranje parametara iz niza  bez indeksiranja 	1
PHP	41	41_delete	kodiranje url	  Metoda koja brise hartije sa datim id ukoliko je  pristup tom objektu dozvoljen u odgovarajucu poruku i  redirekciju kodiranjem url   	1
PHP	41	41_handleRequest	kodiranje url	  Metoda za uniformnu obradu http zahteva koristeci kodiranje  url uz redirekciju na zeljenu stranicu   	1
PHP	41	41_loadView	kodiranje url	  Ucitavanje prikaza za odgovarajucu prosledjenu rutu  u zavisnosti od prethodne akcije    	0
PHP	42	42_SetCartId	kreiranje kolacica	  Cuvanje id korpe za kupovinu i kreiranjem kolacica  i cuvanjem u sesiji za naredne zahteve i pozive  ukoliko se tamo vec nije nalazio  	2
PHP	42	42_addCookiesToHeader	kreiranje kolacica	  Kreiranje kolacica i dodavanje u postojeca zaglavlja ukoliko  je postavljen odgovarajuci replace flag   	1
PHP	42	42_checkUser	kreiranje kolacica	  Provera identiteta korisnika i ako postoji validan token  cuva se u kolacic i token se cuvaju u sesiji   	2
PHP	42	42_login	kreiranje kolacica	  Funkicija za login uz kreiranje kolacica i njihovo cuvanje  uz odgovarajuci vremenski marker   	1
PHP	42	42_logout	kreiranje kolacica	  Metoda za brisanje kolacica i postavljanje vrednosti  na nevalidne za naredne pokusaje logovanja bez tokena   	1
PHP	42	42_onAppExit	kreiranje kolacica	  Logovanje potrebnih stvari po zatvaranju aplikacije  i uklanjanje nepotrebnog sadrzaja uz ispis poruke   	0
PHP	42	42_setCookies	kreiranje kolacica	  Funkcija za kreiranje kolacica i postavljanje potrebnih  vrednosti polja kolacica kao sto su vreme isteka  jezik itd  	3
PHP	43	43_cleanArray	kako ukloniti elemente niza	  Uz proveru validnosti prosledjenog objekta ova funkcija  ce ukloniti elemente datog niza   	3
PHP	43	43_cleanup	kako ukloniti elemente niza	  Funkcija ce nakon provere regularnim izrazom  obrisati elemente niza pozivom funkcije apcuDelete  	1
PHP	43	43_deleteThenSortArrayKeys	kako ukloniti elemente niza	  Nakon sto ce ukloniti elemente niza sortirace ih u zavisnosti  od prosledjenih parametara textArray1 textArray2  	1
PHP	43	43_extra_info	kako ukloniti elemente niza	  Nakon sto ukloni sve elemente niza vraca nastavljen  prosledjeni niz sa podrazumevanim vrednostima   	2
PHP	43	43_prepare	kako ukloniti elemente niza	  Priprema stringa da se njegovi delovi ubace u indeks za pretragu   	0
PHP	43	43_remove	kako ukloniti elemente niza	  Ako je odgovarajuci uslov ispunjen za proces za  dobijeni id onda ce ukloniti elemente niza vezanog  za taj proces   	1
PHP	44	44_date	kako dohvatiti trenutni datum	  Funkcija vraca dohvata trenutni datum formatiran  i po potrebi konvretovan u zavisnosti od parametra $convert   	3
PHP	44	44_delrole	kako dohvatiti trenutni datum	  Proverava da li je uloga validna i ako jeste  kreira upit nad bazom za brisanje postojece uloge   	0
PHP	44	44_hookDateDefaultArgAlter	kako dohvatiti trenutni datum	  Ako datum nije postavljen postavlja se na trenutni datum  sa prosledjenim vrednostima za formatiranje   	2
PHP	44	44_jdate	kako dohvatiti trenutni datum	  Dohvata trenutni datum podrazumevano postavljen ako nije prosldjen  drugi i pravi ga u zahtevanom formatu   	3
PHP	44	44_refresh_session	kako dohvatiti trenutni datum	  Obnavlja vreme trajanja sesije dohvatanjem trenutnog  datuma i postavljanjem u odgovarajuce polje   	2
PHP	44	44_upload_img	kako dohvatiti trenutni datum	  Ova funkcija salje sliku kroz http odgovor  postavljanjem trenutnog datuma kao markera za  enkriptovanje    	1
PHP	45	45_addOption	kako obeleziti polje za potvrdu	  Dodaje novu opciju u polje za potvrdu uz proveru  da li treba da bude obelezeno i stavlja ga u niz   	1
PHP	45	45_checkboxList	kako obeleziti polje za potvrdu	  Na osnovu jednog obelezenog polja za potvrdu  za odredjene opcije postavlja i pravi novo polje  za potvrdu u okviru iste forme   	2
